speed[m/s] acceleration[m/s2] time[sec] instant_fuel[L/h]
13.774983786384405 0.0 71 10.883170697475306 
13.774983786384405 0.0 72 10.883170697475306 
13.774983786384405 0.0 73 10.883170697475306 
13.774983786384405 0.0 74 10.883170697475306 
13.774983786384405 0.0 75 10.883170697475306 
13.774983786384405 0.0 76 10.883170697475306 
13.774983786384405 0.0 77 10.883170697475306 
13.774983786384405 0.0 78 10.883170697475306 
13.774983786384405 0.0 79 10.883170697475306 
13.774983786384405 0.0 80 10.883170697475306 
13.774983786384405 0.0 81 10.883170697475306 
13.774983786384405 0.0 82 10.883170697475306 
13.774983786384405 0.0 83 10.883170697475306 
13.774983786384405 0.0 84 10.883170697475306 
13.774983786384405 0.0 85 10.883170697475306 
13.774983786384405 0.0 86 10.883170697475306 
13.774983786384405 0.0 87 10.883170697475306 
13.774983786384405 0.0 88 10.883170697475306 
13.774983786384405 0.0 89 10.883170697475306 
13.774983786384405 0.0 90 10.883170697475306 
13.774983786384405 0.0 91 10.883170697475306 
13.774983786384405 0.0 92 10.883170697475306 
0.0 0.0 93 1.35 
2.4879785963249503 2.4879785963249503 94 8.149036918100084 
4.975957192649901 2.4879785963249503 95 14.96004940559019 
7.463935788974851 2.4879785963249503 96 21.79501303186035 
9.951914385299801 2.4879785963249503 97 28.66590336630057 
12.439892981624752 2.4879785963249503 98 35.58469597830089 
13.774983786384405 2.4879785963249503 99 39.32135970278096 
13.774983786384405 0.0 100 10.883170697475306 
13.774983786384405 0.0 101 10.883170697475306 
13.774983786384405 0.0 102 10.883170697475306 
13.774983786384405 0.0 103 10.883170697475306 
13.774983786384405 0.0 104 10.883170697475306 
13.774983786384405 0.0 105 10.883170697475306 
13.774983786384405 0.0 106 10.883170697475306 
13.774983786384405 0.0 107 10.883170697475306 
13.774983786384405 0.0 108 10.883170697475306 
13.774983786384405 0.0 109 10.883170697475306 
13.774983786384405 0.0 110 10.883170697475306 
13.774983786384405 0.0 111 10.883170697475306 
13.774983786384405 0.0 112 10.883170697475306 
13.774983786384405 0.0 113 10.883170697475306 
13.774983786384405 0.0 114 10.883170697475306 
13.774983786384405 0.0 115 10.883170697475306 
13.774983786384405 0.0 116 10.883170697475306 
13.774983786384405 0.0 117 10.883170697475306 
13.774983786384405 0.0 118 10.883170697475306 
13.774983786384405 0.0 119 10.883170697475306 
13.774983786384405 0.0 120 10.883170697475306 
13.774983786384405 0.0 121 10.883170697475306 
13.774983786384405 0.0 122 10.883170697475306 
13.774983786384405 0.0 123 10.883170697475306 
13.774983786384405 0.0 124 10.883170697475306 
13.774983786384405 0.0 125 10.883170697475306 
13.774983786384405 0.0 126 10.883170697475306 
13.774983786384405 0.0 127 10.883170697475306 
13.774983786384405 0.0 128 10.883170697475306 
13.774983786384405 0.0 129 10.883170697475306 
13.774983786384405 0.0 130 10.883170697475306 
13.774983786384405 0.0 131 10.883170697475306 
13.774983786384405 0.0 132 10.883170697475306 
13.774983786384405 0.0 133 10.883170697475306 
13.774983786384405 0.0 134 10.883170697475306 
13.774983786384405 0.0 135 10.883170697475306 
13.774983786384405 0.0 136 10.883170697475306 
13.774983786384405 0.0 137 10.883170697475306 
13.774983786384405 0.0 138 10.883170697475306 
13.774983786384405 0.0 139 10.883170697475306 
13.774983786384405 0.0 140 10.883170697475306 
13.774983786384405 0.0 141 10.883170697475306 
13.774983786384405 0.0 142 10.883170697475306 
13.774983786384405 0.0 143 10.883170697475306 
13.774983786384405 0.0 144 10.883170697475306 
13.774983786384405 0.0 145 10.883170697475306 
13.774983786384405 0.0 146 10.883170697475306 
13.774983786384405 0.0 147 10.883170697475306 
13.774983786384405 0.0 148 10.883170697475306 
13.774983786384405 0.0 149 10.883170697475306 
13.774983786384405 0.0 150 10.883170697475306 
13.774983786384405 0.0 151 10.883170697475306 
13.774983786384405 0.0 152 10.883170697475306 
13.774983786384405 0.0 153 10.883170697475306 
13.774983786384405 0.0 154 10.883170697475306 
13.774983786384405 0.0 155 10.883170697475306 
13.774983786384405 0.0 156 10.883170697475306 
13.774983786384405 0.0 157 10.883170697475306 
13.774983786384405 0.0 158 10.883170697475306 
0.0 0.0 159 1.35 
0.0 0.0 163 1.35 
2.4879785963249503 2.4879785963249503 164 8.149036918100084 
4.975957192649901 2.4879785963249503 165 14.96004940559019 
7.463935788974851 2.4879785963249503 166 21.79501303186035 
9.951914385299801 2.4879785963249503 167 28.66590336630057 
12.439892981624752 2.4879785963249503 168 35.58469597830089 
13.774983786384405 2.4879785963249503 169 39.32135970278096 
13.774983786384405 0.0 170 10.883170697475306 
13.774983786384405 0.0 171 10.883170697475306 
13.774983786384405 0.0 172 10.883170697475306 
13.774983786384405 0.0 173 10.883170697475306 
13.774983786384405 0.0 174 10.883170697475306 
13.774983786384405 0.0 175 10.883170697475306 
13.774983786384405 0.0 176 10.883170697475306 
13.774983786384405 0.0 177 10.883170697475306 
13.774983786384405 0.0 178 10.883170697475306 
13.774983786384405 0.0 179 10.883170697475306 
13.774983786384405 0.0 180 10.883170697475306 
13.774983786384405 0.0 181 10.883170697475306 
13.774983786384405 0.0 182 10.883170697475306 
13.774983786384405 0.0 183 10.883170697475306 
13.774983786384405 0.0 184 10.883170697475306 
13.774983786384405 0.0 185 10.883170697475306 
13.774983786384405 0.0 186 10.883170697475306 
13.774983786384405 0.0 187 10.883170697475306 
13.774983786384405 0.0 188 10.883170697475306 
0.0 2.4879785963249503 189 1.35 
2.4879785963249503 2.4879785963249503 190 8.149036918100084 
4.975957192649901 2.4879785963249503 191 14.96004940559019 
7.463935788974851 2.4879785963249503 192 21.79501303186035 
9.951914385299801 2.4879785963249503 193 28.66590336630057 
12.439892981624752 2.4879785963249503 194 35.58469597830089 
13.774983786384405 2.4879785963249503 195 39.32135970278096 
13.774983786384405 0.0 196 10.883170697475306 
13.774983786384405 0.0 197 10.883170697475306 
13.774983786384405 0.0 198 10.883170697475306 
13.774983786384405 0.0 199 10.883170697475306 
13.774983786384405 0.0 200 10.883170697475306 
13.774983786384405 0.0 201 10.883170697475306 
13.774983786384405 0.0 202 10.883170697475306 
13.774983786384405 0.0 203 10.883170697475306 
13.774983786384405 0.0 204 10.883170697475306 
13.774983786384405 0.0 205 10.883170697475306 
13.774983786384405 0.0 206 10.883170697475306 
13.774983786384405 0.0 207 10.883170697475306 
13.774983786384405 0.0 208 10.883170697475306 
13.774983786384405 0.0 209 10.883170697475306 
13.774983786384405 0.0 210 10.883170697475306 
13.774983786384405 0.0 211 10.883170697475306 
13.774983786384405 0.0 212 10.883170697475306 
13.774983786384405 0.0 213 10.883170697475306 
13.774983786384405 0.0 214 10.883170697475306 
13.774983786384405 0.0 215 10.883170697475306 
13.774983786384405 0.0 216 10.883170697475306 
13.774983786384405 0.0 217 10.883170697475306 
13.774983786384405 0.0 218 10.883170697475306 
13.774983786384405 0.0 219 10.883170697475306 
13.774983786384405 0.0 220 10.883170697475306 
13.774983786384405 0.0 221 10.883170697475306 
13.774983786384405 0.0 222 10.883170697475306 
13.774983786384405 0.0 223 10.883170697475306 
13.774983786384405 0.0 224 10.883170697475306 
13.774983786384405 0.0 225 10.883170697475306 
13.774983786384405 0.0 226 10.883170697475306 
13.774983786384405 0.0 227 10.883170697475306 
13.774983786384405 0.0 228 10.883170697475306 
13.774983786384405 0.0 229 10.883170697475306 
13.774983786384405 0.0 230 10.883170697475306 
13.774983786384405 0.0 231 10.883170697475306 
13.774983786384405 0.0 232 10.883170697475306 
13.774983786384405 0.0 233 10.883170697475306 
13.774983786384405 0.0 234 10.883170697475306 
13.774983786384405 0.0 235 10.883170697475306 
13.774983786384405 0.0 236 10.883170697475306 
13.774983786384405 0.0 237 10.883170697475306 
13.774983786384405 0.0 238 10.883170697475306 
13.774983786384405 0.0 239 10.883170697475306 
13.774983786384405 0.0 240 10.883170697475306 
13.774983786384405 0.0 241 10.883170697475306 
13.774983786384405 0.0 242 10.883170697475306 
13.774983786384405 0.0 243 10.883170697475306 
13.774983786384405 0.0 244 10.883170697475306 
13.774983786384405 0.0 245 10.883170697475306 
13.774983786384405 0.0 246 10.883170697475306 
13.774983786384405 0.0 247 10.883170697475306 
13.774983786384405 0.0 248 10.883170697475306 
13.774983786384405 0.0 249 10.883170697475306 
13.774983786384405 0.0 250 10.883170697475306 
13.774983786384405 0.0 251 10.883170697475306 
13.774983786384405 0.0 252 10.883170697475306 
13.774983786384405 0.0 253 10.883170697475306 
13.774983786384405 0.0 254 10.883170697475306 
13.774983786384405 0.0 255 10.883170697475306 
13.774983786384405 0.0 256 10.883170697475306 
13.774983786384405 0.0 257 10.883170697475306 
13.774983786384405 0.0 258 10.883170697475306 
13.774983786384405 0.0 259 10.883170697475306 
13.774983786384405 0.0 260 10.883170697475306 
13.774983786384405 0.0 261 10.883170697475306 
13.774983786384405 0.0 262 10.883170697475306 
13.774983786384405 0.0 263 10.883170697475306 
13.774983786384405 0.0 264 10.883170697475306 
13.774983786384405 0.0 265 10.883170697475306 
13.774983786384405 0.0 266 10.883170697475306 
13.774983786384405 0.0 267 10.883170697475306 
13.774983786384405 0.0 268 10.883170697475306 
13.774983786384405 0.0 269 10.883170697475306 
13.774983786384405 0.0 270 10.883170697475306 
13.774983786384405 0.0 271 10.883170697475306 
13.774983786384405 0.0 272 10.883170697475306 
13.774983786384405 0.0 273 10.883170697475306 
13.774983786384405 0.0 274 10.883170697475306 
13.774983786384405 0.0 275 10.883170697475306 
13.774983786384405 0.0 276 10.883170697475306 
13.774983786384405 0.0 277 10.883170697475306 
13.774983786384405 0.0 278 10.883170697475306 
13.774983786384405 0.0 279 10.883170697475306 
13.774983786384405 0.0 280 10.883170697475306 
13.774983786384405 0.0 281 10.883170697475306 
13.774983786384405 0.0 282 10.883170697475306 
13.774983786384405 0.0 283 10.883170697475306 
13.774983786384405 0.0 284 10.883170697475306 
13.774983786384405 0.0 285 10.883170697475306 
13.774983786384405 0.0 286 10.883170697475306 
13.774983786384405 0.0 287 10.883170697475306 
13.774983786384405 0.0 288 10.883170697475306 
13.774983786384405 0.0 289 10.883170697475306 
13.774983786384405 0.0 290 10.883170697475306 
13.774983786384405 0.0 291 10.883170697475306 
13.774983786384405 0.0 292 10.883170697475306 
13.774983786384405 0.0 293 10.883170697475306 
0.0 0.0 294 1.35 
0.0 0.0 295 1.35 
2.4879785963249503 2.4879785963249503 296 8.149036918100084 
4.975957192649901 2.4879785963249503 297 14.96004940559019 
7.463935788974851 2.4879785963249503 298 21.79501303186035 
9.951914385299801 2.4879785963249503 299 28.66590336630057 
12.439892981624752 2.4879785963249503 300 35.58469597830089 
13.774983786384405 2.4879785963249503 301 39.32135970278096 
13.774983786384405 0.0 302 10.883170697475306 
13.774983786384405 0.0 303 10.883170697475306 
13.774983786384405 0.0 304 10.883170697475306 
13.774983786384405 0.0 305 10.883170697475306 
13.774983786384405 0.0 306 10.883170697475306 
13.774983786384405 0.0 307 10.883170697475306 
13.774983786384405 0.0 308 10.883170697475306 
13.774983786384405 0.0 309 10.883170697475306 
13.774983786384405 0.0 310 10.883170697475306 
13.774983786384405 0.0 311 10.883170697475306 
0.0 0.0 312 1.35 
2.4879785963249503 2.4879785963249503 313 8.149036918100084 
4.975957192649901 2.4879785963249503 314 14.96004940559019 
7.463935788974851 2.4879785963249503 315 21.79501303186035 
9.951914385299801 2.4879785963249503 316 28.66590336630057 
12.439892981624752 2.4879785963249503 317 35.58469597830089 
13.774983786384405 2.4879785963249503 318 39.32135970278096 
13.774983786384405 0.0 319 10.883170697475306 
13.774983786384405 0.0 320 10.883170697475306 
13.774983786384405 0.0 321 10.883170697475306 
13.774983786384405 0.0 322 10.883170697475306 
13.774983786384405 0.0 323 10.883170697475306 
13.774983786384405 0.0 324 10.883170697475306 
13.774983786384405 0.0 325 10.883170697475306 
13.774983786384405 0.0 326 10.883170697475306 
13.774983786384405 0.0 327 10.883170697475306 
13.774983786384405 0.0 328 10.883170697475306 
13.774983786384405 0.0 329 10.883170697475306 
13.774983786384405 0.0 330 10.883170697475306 
13.774983786384405 0.0 331 10.883170697475306 
13.774983786384405 0.0 332 10.883170697475306 
13.774983786384405 0.0 333 10.883170697475306 
13.774983786384405 0.0 334 10.883170697475306 
13.774983786384405 0.0 335 10.883170697475306 
13.774983786384405 0.0 336 10.883170697475306 
13.774983786384405 0.0 337 10.883170697475306 
13.774983786384405 0.0 338 10.883170697475306 
13.774983786384405 0.0 339 10.883170697475306 
13.774983786384405 0.0 340 10.883170697475306 
13.312202217838768 -0.46278156854563646 341 8.177878124201355 
13.774983786384405 2.4879785963249503 342 39.32135970278096 
13.118520446509333 -0.6564633398750725 343 7.347301722929207 
12.692790145613198 -0.42573030089613384 344 7.983823705164716 
12.399979032616493 -0.2928111129967051 345 8.387535509932833 
7.898266815035646 -4.501712217580847 346 14.758974092990549 
3.3965545974547986 -4.501712217580847 347 7.093985854338779 
5.884533193779749 2.4879785963249503 348 17.452677394659197 
1.3828209761989019 -4.501712217580847 349 3.68679319688744 
3.870799572523852 2.4879785963249503 350 11.932359477449667 
6.3587781688488025 2.4879785963249503 351 18.755205729970754 
8.846756765173753 2.4879785963249503 352 25.608659154639266 
8.809833998759332 -0.036922766414420057 353 7.173203631030279 
4.308121781178485 -4.501712217580847 354 8.639477896683182 
6.796100377503436 2.4879785963249503 355 19.957308225986854 
9.284078973828386 2.4879785963249503 356 26.817379098210257 
11.772057570153336 2.4879785963249503 357 33.722137706951074 
7.270345352572489 -4.501712217580847 358 13.683970427890438 
9.75832394889744 2.4879785963249503 359 28.12971284825252 
12.24630254522239 2.4879785963249503 360 35.044348509436055 
7.744590327641543 -4.501712217580847 361 14.49566300561619 
10.232568923966493 2.4879785963249503 362 29.443753218799134 
12.720547520291444 2.4879785963249503 363 36.36870105174599 
13.774983786384405 2.4879785963249503 364 39.32135970278096 
13.774983786384405 0.0 365 10.883170697475306 
13.774983786384405 0.0 366 10.883170697475306 
13.774983786384405 0.0 367 10.883170697475306 
13.774983786384405 0.0 368 10.883170697475306 
13.774983786384405 0.0 369 10.883170697475306 
13.774983786384405 0.0 370 10.883170697475306 
13.774983786384405 0.0 371 10.883170697475306 
13.774983786384405 0.0 372 10.883170697475306 
13.774983786384405 0.0 373 10.883170697475306 
13.774983786384405 0.0 374 10.883170697475306 
0.0 0.0 376 1.35 
2.4879785963249503 2.4879785963249503 377 8.149036918100084 
4.975957192649901 2.4879785963249503 378 14.96004940559019 
7.463935788974851 2.4879785963249503 379 21.79501303186035 
9.951914385299801 2.4879785963249503 380 28.66590336630057 
12.439892981624752 2.4879785963249503 381 35.58469597830089 
13.774983786384405 2.4879785963249503 382 39.32135970278096 
13.774983786384405 0.0 383 10.883170697475306 
13.774983786384405 0.0 384 10.883170697475306 
13.774983786384405 0.0 385 10.883170697475306 
13.774983786384405 0.0 386 10.883170697475306 
13.774983786384405 0.0 387 10.883170697475306 
13.774983786384405 0.0 388 10.883170697475306 
13.774983786384405 0.0 389 10.883170697475306 
13.774983786384405 0.0 390 10.883170697475306 
13.774983786384405 0.0 391 10.883170697475306 
13.774983786384405 0.0 392 10.883170697475306 
13.774983786384405 0.0 393 10.883170697475306 
13.774983786384405 0.0 394 10.883170697475306 
13.774983786384405 0.0 395 10.883170697475306 
13.774983786384405 0.0 396 10.883170697475306 
13.774983786384405 0.0 397 10.883170697475306 
13.774983786384405 0.0 398 10.883170697475306 
13.774983786384405 0.0 399 10.883170697475306 
13.774983786384405 0.0 400 10.883170697475306 
13.774983786384405 0.0 401 10.883170697475306 
13.774983786384405 0.0 402 10.883170697475306 
13.774983786384405 0.0 403 10.883170697475306 
13.774983786384405 0.0 404 10.883170697475306 
13.774983786384405 0.0 405 10.883170697475306 
13.774983786384405 0.0 406 10.883170697475306 
13.774983786384405 0.0 407 10.883170697475306 
13.774983786384405 0.0 408 10.883170697475306 
13.774983786384405 0.0 409 10.883170697475306 
13.774983786384405 0.0 410 10.883170697475306 
13.774983786384405 0.0 411 10.883170697475306 
13.774983786384405 0.0 412 10.883170697475306 
13.774983786384405 0.0 413 10.883170697475306 
13.774983786384405 0.0 414 10.883170697475306 
13.774983786384405 0.0 415 10.883170697475306 
13.774983786384405 0.0 416 10.883170697475306 
13.774983786384405 0.0 417 10.883170697475306 
13.774983786384405 0.0 418 10.883170697475306 
13.774983786384405 0.0 419 10.883170697475306 
13.774983786384405 0.0 420 10.883170697475306 
13.774983786384405 0.0 421 10.883170697475306 
13.774983786384405 0.0 422 10.883170697475306 
13.774983786384405 0.0 423 10.883170697475306 
13.774983786384405 0.0 424 10.883170697475306 
13.774983786384405 0.0 425 10.883170697475306 
13.774983786384405 0.0 426 10.883170697475306 
13.774983786384405 0.0 427 10.883170697475306 
13.774983786384405 0.0 428 10.883170697475306 
13.774983786384405 0.0 429 10.883170697475306 
13.774983786384405 0.0 430 10.883170697475306 
0.0 0.0 431 1.35 
0.0 0.0 433 1.35 
2.4879785963249503 2.4879785963249503 434 8.149036918100084 
4.975957192649901 2.4879785963249503 435 14.96004940559019 
7.463935788974851 2.4879785963249503 436 21.79501303186035 
9.951914385299801 2.4879785963249503 437 28.66590336630057 
12.439892981624752 2.4879785963249503 438 35.58469597830089 
13.774983786384405 2.4879785963249503 439 39.32135970278096 
0.0 2.4879785963249503 441 1.35 
2.4879785963249503 2.4879785963249503 442 8.149036918100084 
4.975957192649901 2.4879785963249503 443 14.96004940559019 
7.463935788974851 2.4879785963249503 444 21.79501303186035 
9.951914385299801 2.4879785963249503 445 28.66590336630057 
12.439892981624752 2.4879785963249503 446 35.58469597830089 
0.0 2.4879785963249503 447 1.35 
2.4879785963249503 2.4879785963249503 448 8.149036918100084 
4.975957192649901 2.4879785963249503 449 14.96004940559019 
7.463935788974851 2.4879785963249503 450 21.79501303186035 
9.951914385299801 2.4879785963249503 451 28.66590336630057 
12.439892981624752 2.4879785963249503 452 35.58469597830089 
13.774983786384405 2.4879785963249503 453 39.32135970278096 
13.774983786384405 0.0 454 10.883170697475306 
13.774983786384405 0.0 455 10.883170697475306 
13.774983786384405 0.0 456 10.883170697475306 
13.774983786384405 0.0 457 10.883170697475306 
13.774983786384405 0.0 458 10.883170697475306 
13.774983786384405 0.0 459 10.883170697475306 
13.774983786384405 0.0 460 10.883170697475306 
13.774983786384405 0.0 461 10.883170697475306 
13.774983786384405 0.0 462 10.883170697475306 
13.774983786384405 0.0 463 10.883170697475306 
13.774983786384405 0.0 464 10.883170697475306 
13.774983786384405 0.0 465 10.883170697475306 
13.774983786384405 0.0 466 10.883170697475306 
13.774983786384405 0.0 467 10.883170697475306 
13.774983786384405 0.0 468 10.883170697475306 
13.774983786384405 0.0 469 10.883170697475306 
13.774983786384405 0.0 470 10.883170697475306 
13.774983786384405 0.0 471 10.883170697475306 
13.774983786384405 0.0 472 10.883170697475306 
13.774983786384405 0.0 473 10.883170697475306 
13.774983786384405 0.0 474 10.883170697475306 
13.774983786384405 0.0 475 10.883170697475306 
13.774983786384405 0.0 476 10.883170697475306 
13.774983786384405 0.0 477 10.883170697475306 
13.774983786384405 0.0 478 10.883170697475306 
13.774983786384405 0.0 479 10.883170697475306 
13.774983786384405 0.0 480 10.883170697475306 
13.774983786384405 0.0 481 10.883170697475306 
13.774983786384405 0.0 482 10.883170697475306 
13.774983786384405 0.0 483 10.883170697475306 
13.774983786384405 0.0 484 10.883170697475306 
13.774983786384405 0.0 485 10.883170697475306 
13.774983786384405 0.0 486 10.883170697475306 
13.774983786384405 0.0 487 10.883170697475306 
13.774983786384405 0.0 488 10.883170697475306 
13.774983786384405 0.0 489 10.883170697475306 
13.774983786384405 0.0 490 10.883170697475306 
13.774983786384405 0.0 491 10.883170697475306 
13.774983786384405 0.0 492 10.883170697475306 
13.774983786384405 0.0 493 10.883170697475306 
13.774983786384405 0.0 494 10.883170697475306 
13.774983786384405 0.0 495 10.883170697475306 
13.774983786384405 0.0 496 10.883170697475306 
13.774983786384405 0.0 497 10.883170697475306 
13.774983786384405 0.0 498 10.883170697475306 
13.774983786384405 0.0 499 10.883170697475306 
13.774983786384405 0.0 500 10.883170697475306 
13.774983786384405 0.0 501 10.883170697475306 
