#streetID congestion_degree
202332593 0.0
8043408 :
50885098 0.0
60575535 0.0
128364580 0.0
8043411 :
60575534 0.0
60615624 0.0
160576516 0.0
210312079 0.0
8043412 :
31981955 0.0
